,text,sentiment
857,I have seriously considered carrying a pink tricam in my chalk bag pocket.,1
858,you should know how to Munter~ then you could skip the belay plate if your main belay is the gri gri,1
859,Hell~ if it's bolted anchors you could skip all the belay devices and just use a munter,1
860,Always: Nut Tool + Wiregate ATC + HMS Locker Prussik + Locker Double length sling + Locker Optional: Additional double length sling + HMS Water  Snack Webbing  Knife Beer,1
861,I don't have a problem with lockers per se~ either~ but just don't see why they'd be at all useful on the gear of an anchor,1
862,We trust our lives to non-locking biners every time we are leading above any piece of gear or a quickdraw~ right? So what is special about an anchor that it'd require lockers on three different pieces for gear with a primarily downward angle of pull? Plus the gear already has racking biners,1
863,Just seems like a lot to carry and extra time and effort as you correctly note,1
864,The only place I really feel like a locker is required would be on my belay device and on a rappel device,1
865,You only need 3 lockers,1
866,2 for a guide mode atc and 1 for your clove hitch,1
867,If you want to extend and back up your rappels~ you have the 3 lockers needed (for sling tether~ ATC~ and autoblock),1
868,Optional locker on your shoes or water bottle if you’re doing a chimney or something,1
869,Voila Also if you’re carrying your shoes~ put stuff  in them! Why carry a knife on a locker when you could just put it in your empty shoe,1
870,Throw Some food in there too,1
871,Why? After leaving the ground without it I was forced to Munter down Kern Slab: not fun~ slightly disruptive~ and embarrassing!,1
872,After reading Touching the Void I no longer carry a knife; I do carry six lockers including my belay though...,1
873,For a multi pitch trad climb I carry : Grigri on a locker Atc on a locker Prusik on a locker double length sling on a locker or Lockerdraw  cordlette on non locker and / or Long thin dyneema sling on non locker One extra non locker Knife~ headlamp on a toy biner,1
874,If you carry a Grigri and a microtraxion there is no need for prusik loops,1
875,Each can be used as an ascender if needed,1
876,Unless your one of the safety concerned people who like backing up a grigri,1
877,I don't have a problem with lockers per se~ either~ but just don't see why they'd be at all useful on the gear of an anchor,1
878,The only place I really feel like a locker is required would be on my belay device and on a rappel device,1
879,I try not to trust my life to any single piece of gear when leading,1
880,If a piece fails I should be caught by the next piece,1
881,It may mean significant injury but not death.,1
882,That's why I also carry the knowledge of how to tie a knot,1
883,It adds some weight~ but I think it's worth it.,1
884,It may mean significant injury but not death,1
885,I'm with you on that~ but you're not trusting your life to a single piece of gear when using regular carabiners on the anchor pieces of a 3 piece anchor~ either,1
886,I typically use a locker as a master point biner but if I'm ever short one I'm also happy to use a couple opposite and opposed regular biners,1
887,I'm with you on that~ but you're not trusting your life to a single piece of gear when using regular carabiners on the anchor pieces of a 3 piece anchor~ either,1
888,On multi you get one at master-point: top rope two of any kind I have handy,1
889,Thanks for all the answers,1
890,Keep them coming,1
891,:) It's interesting how everyone seem to have a bit different setup like their own flavor and no one have it exactly the same,1
892,I now realise that my setup is so bulky because I regularly climb with two or three newbies who have no own eqipment or skils to use it,1
893,I guess this is not that normal practise,1
894,What comes to belay it's kind of like rope solo climbing because they either newer belayed before or have limited experice with it,1
895,I do climb easy enough not to fall and easy enough for people who have newer climbed trad or rock before,1
896,With a competend partners I take a lot less,1
897,With leaders better than my level I tend to be very consiuos with weight,1
898,I just take the belay/rappeling equipment and a nut tool,1
899,I'll be cleaning after them anyway,1
900,For the upcomimg weekend trip I'm going to take the mp's advice and try to climb with less,1
901,I understand less is sometimes more,1
902,More climbing meters with less weight,1
903,How is this looking?,1
904," If you know a climb has ""traditional anchors"" (talking bolts here) ie 2 bolts in vertical orientation with.a chain connecting them and a single rap ring you can carry a single locker as your entire anchor just clip it to the ring and bam master point",1
905,Then just clip your clove and belay device to that masterpoint locker and Bob's your uncle,1
906,For that kinda anchor ultralight gear would be 1 locker for master point 1 locker and belay device (only 1 device ie mega July or grigri on the anchor for me) 1 locker for guide mode and prussic with my nut tool So that's 4 lockers 1 belay device nut tool and prussic ona wire gate,1
907,No cord or slings.,1
908,When I was a brand new rookie fireman still wet behind the ears I soaked up all the advice I could get from the older fireman,1
909,The thing I quickly realized when it came to equipment and tools that were ”essential“ to carry in my fire coat and pants is that if I took everyone’s advice I would soon be carrying 50lbs of extra crap that various salty fireman deemed essential,1
910,While all were well meaning and all the tools and gear served a purpose I obviously didn’t need ALL of it and I paired my essentials down to what suited me and the areas I worked,1
911,The same goes for climbing~ take in all the advice but pair it down to YOUR essentials,1
912,I had to read this few times,1
913,I don't know about Bob D: but yeah this is the best method,1
914,I always feel like why would you build an anchor from sligs on top of the perfectly good and superduper solid anchor,1
915,For top roping ofcource but for stand there is no need to do that,1
916,It's quite usual that there's two rings and I've heard that top one is good for connecting devices and the bottom is meant for rope,1
917,Side note,1
918,For groups more than three the masterpoint locker is a very good idea,1
919,You run out of space if you try connect everyone to that top ring.,1
920,After reading Touching the Void I no longer carry a knife; I do carry six lockers including my belay though..,1
921,After reading Touching the Void I have learnt how to pass a knot..!,1
922,After reading Touching the Void I have learnt how to pass a knot..! o.O,1
923,That looks like a very reasonable kit at the moment~ and significantly pared down from what you first posted,1
924,Aside from the rack~ I take a double length sling for personal anchor/anchor material on a locker and an ATC on a locker,1
925,Also~ one extra locker for guide mode,1
926,I've used this set up for many years and never wished I had more gear on me,1
927,Some of this gear we use every time~ some of it we use as insurance,1
928,It's like a monthly budget~ we all have to buy groceries but do we need to buy the AAA roadside assistance? You don't need it until you need it,1
929,If we do need it you'll l be glad you have it~ but some never will need it.,1
930,Yes~ but I wonder if bringing a micro-trax and so many additional slings is equivalent to also carrying spare alternator belt~ two spare tires~ etc,1
931,- One HMS locker for anchoring myself,1
932,- grigri with locker for belaying / rappelling,1
933,- Chalk bag with 6mm cord as belt (doubles as friction hitch cord) Everything else can be accomplished using whats on the rack.,1
934,I like to reduce the amount of carabiners on my harness that don't get used,1
935,I'll put my rappel prusik in a pocket or stuffed in shoes instead of on the harness,1
936,Instead of using a carabiner for shoes I tie the laces through my haul loop,1
937,I use a $1 gas station cheapo knife with a 3mm keeper loop that's super light and have one wrap of tape to keep it shut,1
938,Nut tool is the kind with an integrated clip gate instead of requiring a dedicated carabiner,1
939,As others have posted~ a small amount of tape is useful for locking nonlockers when bailing,1
940,Some folks use cord to tie a chalk bag belt~ which ensures that you always have a little extra material if you need to bail,1
941," Felt it worth commenting on the ""we'll use the rack"" notion",1
942,(Not calling out Buster in particular on this one; his kit seems to have taken this into account.),1
943,But depending upon where you are driving that might not be a bad idea..,1
944,do we keep it in the truck all the time or take it in and out of the garage depending on the trip..,1
945,so many decisions in life!,1
946,But depending upon where you are driving that might not be a bad idea..,1
947,so many decisions in life! To every thing~ there is a season!,1
948,The longer I climb the lighter it gets,1
949,Often just a grigri on a locker~ a nut tool~ and a couple wire gates,1
950,Water bottle and a wind breaker if the climb is longer/might get windy and cold,1
951,Swing leads a build anchors with the rope~ or an alpine draw,1
952,Clove hitch in on a wire gate,1
953,If its hard finger cracks I might bring a little tape,1
954,If it's sketchy climbing and we're gonna climb on two ropes for a pitch I'll bring an atc,1
955,If it's a long climb with involved rappells in the alpine I'd carry my emergency knife for sure.,1
956,Ditch 2 of the lockers and combine the slings and cord on a single biner,1
957,Then it's perfect.,1
958,if you own an old Land Rover or heck even a new one carrying a spare alternator and belts as well as a fuel pump ain’t a bad idea,1
959,^^Ahhhh~ everyone would agree that it would be stupid to carry anything you don’t need on a climb....the trick is to have the experience to know ahead of time what that minimum is Everybody gets it wrong one way or the other sometime,1
960,Early on you’ll likely carry too much~ later on you may be caught short as you thin your margins,1
961,It’s a fine line to surf~ But in general~ less is more.,1
962,if you own an old Land Rover or heck even a new one carrying a spare alternator and belts as well as a fuel pump ain’t a bad idea,1
963,That's because LR's are a POS.,1
964,When climbing trad you already probably have everything you might need in an emergency in your rack already,1
965,Use your runners if you need to make friction hitches,1
966,Use biners if you drop your rap device,1
967,Two wiregates are as good as a locker,1
968,Etc,1
969,"As a side note~ it's funny that people on MP make such a big deal out of carrying ""too many"" lockers",1
970,If a few lockers are weighing you down~ maybe you need to get some modern ones,1
971,I carry midsized screwgates which are only 50g a piece,1
972,Grivel makes a tiny screwgate that weighs 37g - that's about the same weight as a BD hoodwire or a WC helium,1
973,One think I always have on my harness while sport climbing: bail biners! Whatever old snapgates I have in my gear bin.,1
974,True the weight doesn't make much difference and you can always use a locker as a nonlocker by not locking it~ but that just feels wrong.,1
975,Tell me honestly~ though,1
976,Have you ever seen someone carrying 10 lockers who is carrying the modern ones? I see (and have been guilty myself of this) people putting their gloves on a 90 gram locker,1
977,And their cordellete on a 90 gram locker,1
978,And their shoes on a 90 gram locker...,1
979,It adds up quick,1
980,When I sat down and tried to figure out the very best way to shave a lot of weight off everything I carried it came down to switching from old BD racking and alpine draw carabiners that were 43 grams each to Nano 22s,1
981,The 21 grams each savings x approx 40 carabiners total adds up to nearly two lbs,1
982,Same goes for reducing the # of big lockers you carry,1
983,That was me too~ although not with lockers...shoes on an old BD oval~ chalk bag~ BD oval~ nut tool~ EMS oval...all those oversized biners were heavy,1
984,But since I am carrying around about twenty pounds of extra fat~ that weight seems to pale in comparison LOL,1
985,Hell~ if it's bolted anchors you could skip all the belay devices and just use a munter I saw a Swiss couple at RRG using Munters and they were onsighting 13’s,1
986,It f***s the rope a bit but you can always run the kinks out,1
987,The Munter is as basic a skill as a rethreaded 8 and 90% of climbers don’t know it.,1
988,I experience is that this mindset pervades all of their choices in climbing.,1
989,(Not calling out Buster in particular on this one; his kit seems to have taken this into account.),1
990,This is very similar to how I got by rope back Saturday,1
991,The more you know the less you need.,1
992,This is very similar to how I got by rope back Saturday  Also how I unstuck someone's rope on a multi descent as I had passed their snag on rappel,1
993,They lacked this skill though the had the tools.,1
994,All the more reason to replace your chalk bag cord with a little bit of 5mm rope,1
995,Hey~ I just launched a kickstarter for a new hangboard design,1
996,I'm curious if y'all have any feedback - we can still do minor edits to our design before our full production run,1
997,Thanks!,1
998,Nice! That looks slick! Very cool for apartment-dwellers who are scared of drilling or ripping down their door frame,1
999,Could you make a picture that shows edge sizes and hold configurations (i.e,1
1000,2 finger pocket~ 3 finger pocket~ 4 finger edge~ sloper~ jug)? EDIT: Also~ could other hang boards be mounted easily to this setup? Perhaps you could make a tier with just the mounting system sans-board for those who already have a board?,1
1001,This looks like a great idea and could fit a need for a lot of people,1
1002,Board almost might have too many hold options,1
1003,I really like how the newer tension board just gives you a pull up rung~ 30 mm holds down to 8 mm; no pockets~ no frills,1
1004,What about making your door mount compatible with most hangboards? Just a thought,1
1005,Good luck!,1
1006,Are the pinches interchangeable? Could I mount a plastic hold instead of the wooden pinch?,1
1007,You would have to modify the board a bit~ but it would be relatively easy to do,1
1008,We actually mail the boards without inserts epoxied in yet (we include epoxy with the shipment),1
1009,Do you have a specific type of pinch in mind?,1
1010,Do you have a specific type of pinch in mind? Looking at using either a half dome or a rectangle pinch block,1
1011,With the rectangle~ would like to have ability to change the mounting angle so I can practice different pinch angles.,1
1012,Can you explain the value of having 3 different 30/20mm flat holds? If you want to train two fingers instead of three or four~ can't you just do that on a bigger edge? This is what I think some of the newer boards get right (e.g,1
1013,tension): more edge sizes~ fewer gimmicky pockets.,1
1014,Great idea! I'd love it if I could buy just the mounting mechanism (very creative)~ and not the hangboard (would prefer to use my own),1
1015,Any chance you guys will sell the mount separately?,1
1016,Can you explain the value of having 3 different 30/20mm flat holds? If you want to train two fingers instead of three or four~ can't you just do that on a bigger edge? This is what I think some of the newer boards get right (e.g,1
1017,tension): more edge sizes~ fewer gimmicky pockets,1
1018,Why not just leave some open space on each end and put T nuts there so users can add a pair of holds of their choosing? It would be best if the holds were mirror opposites~ but I guess you can't have it all,1
1019,(Or are there pairs of holds like that? I'm thinking that system boards might have them.),1
1020,Very cool design! It looks great,1
1021,Since I have been hangboarding more than I ever wanted to recently~ a few thoughts on function: - Agree that I would much~ much rather have a wider variety of edge depths than pockets,1
1022,E.g,1
1023,I love boards where you have 8~ 10~ and 12 mm edges so you can progress at or near body weight,1
1024,I find I use pockets very little,1
1025,- Slopers are useful for warming up (if they're easy) but not much for training since they're so conditions-dependent,1
1026,- Holds more than 20mm deep are good for assisted one-arm hangs~ but not so much for 2-arms since you need so much weight,1
1027,Also~ it's annoying to try to do 2-armed hangs when the hold you want is mirrored close to the center of the board so your hands are close together,1
1028,So..,1
1029,maybe put bigger holds for assisted one-arm hangs towards the middle and smaller ones for 2-arm hangs towards the outside? - Make sure you've chosen the best outside radius for the edges,1
1030,Hard to find something that feels good in all grip positions (e.g,1
1031,tiny radii/sharp edges feel good for crimping but hurt a ton open-handed),1
1032,Yes~ this is exactly what I want,1
1033,I hear you that it will make it a bit bulkier~ but don't put form over function here,1
1034,People have strong preferences about the hangboards they like and don't like (I do~ at least),1
1035,Putting an intermediate mounting board might not look as sexy~ but it's super functional and is where I think you're more likely to find a strong market of enthusiastic buyers.,1
1036,Yes~ this is exactly what I want,1
1037,Putting an intermediate mounting board might not look as sexy~ but it's super functional and is where I think you're more likely to find a strong market of enthusiastic buyers,1
1038,The problem is that form and function contribute to each other,1
1039,If your hangboard and mounting system don't look good~ then you won't leave them out and won't end up training as much,1
1040,Plus a bulkier setup would be more of a hassle for setup/takedown and would be larger to store,1
1041,But I like your points! That will also be much less expensive to manufacture without all of the milled features,1
1042,Thanks for the feedback!,1
1043,If your hangboard and mounting system don't look good~ then you won't leave them out and won't end up training as much,1
1044,Isn't the whole point of having the quick-release locks on it to make it easy to take down? I wouldn't care at all that it didn't look quite as sleek~ as long as I could take it down (which I would do even if it was the sexiest-looking hangboard ever~ because my bedroom door would be unusable with it mounted) and I got to use the hangboard of my choice,1
1045,I don't think it would really even add all that much bulk~ either,1
1046,In fact~ if you were planning to just mount a couple small campus rungs on the intermediate board~ it might even end up being less bulky than with the integrated hangboard.,1
1047,I'm working on a mounting-system-only alternative this week! I'll see if I can add that option to the kickstarter page on Thursday,1
1048,"One question though: What's your ideal size for a blank mounting board? I'm leaning towards 28"" x 8""",1
1049,Thanks for the feedback!!,1
1050,Maybe comb through here or a similar page and pick what models you'd like to support? Popular compact boards like tension grindstones and beastmakers would be no problem on 28x8,1
1051,The only question is whether you'd want to support behemoths like the trango rock prodigies that take up way more space,1
1052,I don't know of many bigger boards besides the trango one that are actually popular~ even though they exist~ so idk if that's a use case worth designing around.,1
1053,Sweet! Super excited to hear that.,1
1054,Hey!! I just updated the kickstarter campaign with blank hangboard mounting options.,1
1055," Awesome Design! If I hadn't already said fuck it and mounted to the beam in my hallway I would have bought one!  For reference I needed a mounting board that is a minimum dimension of 32"" wide by 10"" tall to mount the Trango Rock Prodigy",1
1056,Great idea adding the blank board,1
1057,Awesome! Just backed the project,1
1058,Really hope to see this be successful!,1
1059,What kind of shorts do ya'll like to climbin?  I want something form fitting and stretchy with a decent amount of durability!  Thanks in advance!,1
1060,Khaki/cargo shorts (aka korts),1
1061,Who cares about style when you have pockets for food or whatever?  Er~ not exactly form fitting or form flattering though.,1
1062,I guess i should be more specific,1
1063,I'm looking for something to sport climb in~ so pockets are not necessary,1
1064,I just want something that moves well.,1
1065,Lululemon,1
1066,Best sport shorts i own I found on accident at walmart~ Ben Hogan golf shorts,1
1067,Fit slim and have a good amount of stretch,1
1068,They breath well too and are like $12 a pair.,1
1069,Generally~ I don’t like Kuhl brand anything...but I ended up with a pair of their Freeflex shorts and they’ve become my sport climbing go-to.,1
1070,Prana Mojo,1
1071,Find them on sale and pay like $20,1
1072,Mountain Headwear Chockstone,1
1073,Super stretchy~ like 14% elastane,1
1074,Cut off mildly stretchy docker style pants,1
1075,I work in those and just cut them off just above the knees when they start to look unprofessional,1
1076,I’ve been pretty happy with my Gramicci G-Shorts,1
1077,Not the cheapest~ but they are comfy~ durable~ and I like how they look,1
1078,OR Ferrosi,1
1079," You want ""form-fitting""? Like Lycra?",1
1080,I assume so~ isn’t that what sport climbers wear?,1
1081,Adidas knee high or shorts tights cheap and work great for sport / okay on some trad depending on what your doing that day no offwidth or chimney action for these,1
1082,Super comfortable,1
1083,I like board shorts,1
1084,They move well~ light weight~ no or few pockets~ and lots of styles.,1
1085,Patagonia baggies,1
1086," A pair of ""military-surplus"" shorts that I got close to 20 years ago and have endured 7 years as my main climbing apparel",1
1087,They cover the knees~ have cargo pockets~ don't interfere in any movement~ and have been ridiculously durable compared to everything else,1
1088,They also work well in a wide temperature range for some reason,1
1089,Unfortunately they're almost to the end of their life and I haven't found anything close to replace them.,1
1090,+1 for baggies.,1
1091,+1 baggies,1
1092,Speedos,1
1093,This is what I wear: https://www.walmart.com/ip/Russell-Men-s-Woven-Tech-Short/132884286 (this link says out of stock.,1
1094,but Walmart usually carries a comparable~ even if slightly different~ pair in store) Not only for climbing~ but for everything in life,1
1095,Specifically for climbing and kayaking,1
1096,They are made from a similar fabric as bathing suit~ which means they dry quickly after sweat~ rain~ or river water,1
1097,They have a zipped pocket in the back which is great for storing a car key when swimming,1
1098,They have the tie strap around the waist to keep them from falling down,1
1099,And they're super light-weight and stretchy which means they're cool~ comfortable~ and great for climbing,1
1100,Edit: also~ they cost about 10 USD~ so they're much cheaper than climbing specific shorts.,1
1101,Grammicci makes a pair with a stretchy quick drying material and they are comfy and sexy as hell,1
1102,E9 Planet Rondo Shorts~ Moon Climbing Cypher Shorts~ and La Sportiva Levanto Shorts,1
1103,Basically whatever is on sale at the online stores.,1
1104,I very rarely climb with shorts~ even in full summer~ I only do so at crags next to the sea or a river at low altitude~ I never climbed in a desert so far,1
1105,That's why I only own 2 shorts~ the E9 Rondo Shorts and the La Sportiva Leader Short~ both light~ durable and stretch~ I can highly recommend both,1
1106,The 2019 thread was great~ so let's keep this going for 2020.,1
1107,Wooooo,1
1108,Yaaaas,1
1109,Best climbing deals of the decade.,1
1110,Following,1
1111,A reminder to check the classifieds,1
1112,I like shiny new things as much as the next guy but you can find some nearly new gear at huge discounts from our members,2
1113,You help people clear up some closet space while consuming a little less by keeping serviceable gear in circulation,1
1114,Happy New Year everyone!  Now let's find some dealzzzzz!!!,1
1115,My New Years resolution is to not complain about posts without deals in the great deals thread,1
1116,You’re doing great~ keep it up,1
1117,Omega Wedgies Stopper Set $50 at STP with 25% coupon code,1
1118,AJ blah blah blah,1
1119,Look as good as black diamonds stopper set,2
1120,Link to item: https://www.sierra.com/omega-pacific-wedgie-nut-set-1-13~p~866dk/?filterString=climbing~d~9%2F&merch=prod-rec-prod-prod866DK Link to coupon codes: mountainproject.com/forum/t…,1
1121,I wanted to provide an update from my GODo2019 post,1
1122,UL Mastercams #2 & #3 are $42 plus shipping on amazon right now.UL Mastercams,1
1123,Buy from the source (Als): MCs,1
1124,Following for deals of the new decade,1
1125,50% off a bunch of prana stuff plus 12% back with active junky.,1
1126,30% off full price items at Mammut.com code: TGR30-SAFETY,1
1127,You don't have to post to follow~ just click the Notify on site checkbox at the bottom of the thread,1
1128,It’s sponsored by Facebook~ it must be real deal!,1
1129,If you're okay with fake gear,1
1130,that jacket will never ship and your money will be gone like that south park episode.,0
1131,Somebody please try to buy one of these jackets and report back,1
1132,I’m sure Visa has our back,2
1133,It’s sponsored by Facebook~ it must be real deal! SCAMDOC gives it a whopping 6%,1
1134,Ohhhh THAT sounds trustworthy,1
1135,: - ),1
1136,If you're okay with fake gear There needs to be a symbol to annotate sarcasm,0
1137,That website is sketchy as fuck,0
1138,I was making fun of the name.,1
1139,Funny thing is that their website looks more authentic than fishproducts.com~ which actually is legit.,1
1140,Why don't you create a special thread for scam sites and not fill up the Great Deals thread with it,1
1141,Back to the deals please..,1
1142,3 BD Lockers for $22 LINK possibly cheaper if you can snag a coupon code,1
1143,Moosejaw is having their 30% back sale~ combined with 15% AJ~ got z4 cams for 38$ a piece shipped,1
1144,Not bad :) There are .1~ .5 and .1/.2 offset still available,1
1145,Also stop posting clear scams~ this thread is for dealzz.,1
1146,Thanks for the deal,1
1147,Can you spend Moosejaw reward dollars on sale items?,1
1148,Can you spend Moosejaw reward dollars on sale items?  You can spend Moosejaw dollars on anything in the store,1
1149,The trick is to use the Moosejaw bucks back promos to buy full priced gear,1
1150,Then~ later~ and with your bucks~ go back and buy things that are on sale,1
1151,Can you spend Moosejaw reward dollars on sale items?  You can spend them on sale items afaik,1
1152,You earn much less on sale items~ only 7.5%,1
1153,So essentially 22.5% cashback on sale items and 45% back on non sale items right now,1
1154,You can spend Moosejaw dollars on anything in the store,1
1155,That’s exactly what I was wondering about,1
1156,Seems like this is a poppin’ deal~ yo,1
1157,Yeah~ just for example~ last time they had this deal I bought a $400 Yeti cooler,1
1158,So got $120 Moosjaw bucks back (bringing relative price down to $280),1
1159,Also got $60 in cash back from Activejunky,1
1160,Bringing the net cost of a $400 cooler down to $220,1
1161,LL Bean has the Ultralight 850 hoody for dirt cheap again - 119$ instead of 250:https://www.llbean.com/llb/shop/83563?page=ultralight-850-down-hooded-jacket&bc=&feat=850-SR0&csp=a&attrValue_0=Cherry%20Tomato&searchTerm=850 Eddie Bauer has 50% off clearance with code ALPINE50,1
1162,Some nice First Ascent Evertherm Jackets (hooded and not hooded)~ and Duraweave jackets~ for a good price:,2
1163,Also~ for those who would rather not have MJ dollars sitting around waiting for the next sale - I signed up for the new customer 20% off email with a different email~ then used my 30% rewards (earned once first order shipped) and bought a few things at 20% off with the MJ cash (was able to use the coupon code with no restrictions on which account),1
1164,I split my purchase into two lots~ just getting free shipping on each,1
1165,Plus AJ cashback,1
1166,I also split my purchases,1
1167,You get the MJ as soon as it ships so you can split orders and use it a day later.,1
1168,Eddie Bauer clearance is now 60% off,1
1169,Includes a decent selection of First Ascent items,2
1170,Some nice Evertherm jackets and larger soft shell~ also some sweet Duraweave in larger sizes there.,1
1171,Alpenglow 30% off shoes and jackets~ promocode NEWJACKET UPDATE: does not work on climbing shoes,1
1172,Thanks for the tip Michael,1
1173,Actually the LASTCHANCE code applies to things over 60% off~ but when I asked about it with the live chat they gave me 10% off everything in my cart which was already 50-60% off,1
1174,Great deals!,1
1175,No longer 50% off? Or am I missing something,1
1176,They are usually 250$+,1
1177,Use the 20% off your first order code with a new email and it's a great deal,1
1178,Free ship as well.,1
1179,FA guide alpine pants come out to $65 on clearance with their extra code,1
1180,I was pleasantly surprised when I ordered them,2
1181,The waist runs big and inseam runs short which a short stumpy fella like me actually sees as a benefit too,2
1182,Ha.,1
1183,Free ship as well,1
1184,Wdym first order code? I signed up and got a welcome email but no code,1
1185,Wdym first order code? I signed up and got a welcome email but no code Usually it is on their homepage,1
1186,I'm sure you could message them and ask for it.,1
1187,what happened to not shopping at backcountry because they were suing everybody? edit: just to add to that~ don't buy new BD gear because of the Utah layoffs~ just saying.,0
1188,Thanks Jon! Picked up an Evertherm Hoody ($230) and a long sleeve base layer ($20) for $106 shipped! You get an extra 40% off the 60% off clearance with the code FROST40,1
1189,I'm stoked!,2
1190,Crazy deals right now on moosejaw+active junky,1
1191,Split your order in two and calculate your rewards to maximize how much you can use on your second order,1
1192,I was able to swap out all my biners for 5.50 per camp photon,1
1193,I'm stoked! Did you do that recently? Because the lowest I'm able to get it now with that code is $137,1
1194,Did you do that recently? Because the lowest I'm able to get it now with that code is $137 Weird! It seems the regular items cost less than clearance items right now,1
1195,I did use a different code that was available at the time~ I purchased on Jan 18,1
1196,I think if you keep an eye on the website you’ll find the deal you’re looking for,1
1197,My guess is EB does these all the time,1
1198,Adidas/Fiveten has Hiangles for 105$ right now and an extra 25% with code JAN25 for a total of 79$/pair (roughly 47% off normal),1
1199,Activejunky is an extra 1% (booo) back,1
1200,Backcountry has same deal as well (last time I checked they had pretty much all sizes) + 12% active junky today,1
1201,Looks like they're trying to clear these out before the launch of the Z4s,1
1202,I don’t know about the deal~ but pay attention to their shipping expenses which could be as high as $30,1
1203,How you reckon? $14 x 0.3 = $4.20 in rewards~ $14 x .14 = $1.96 in cash back.,1
1204,"so thats like $6 ""off"" making them $9/ea?",1
1205,"so thats like $6 ""off"" making them $9/ea? Rack pack is $45",1
1206,$45 * (1-.30-.14) = $25.20,1
1207,Rack pack is $45,1
1208,$45 * (1-.30-.14) = $25.20 Didn't see/still don't see the rack pack so maybe its OOS,1
1209,I have ordered from T-P several times,1
1210,At least on the east coast~ shipping times can be better than most US companies,2
1211,I once ordered skis from T-P on a Sunday~ and they arrived Wednesday via DHL,1
1212,Yes~ shipping costs can be higher than we're used to~ but when you place an order to the US~ VAT will be deducted from your price,0
1213,That plus the generally better prices on ski/climbing gear can more than make up for the shipping costs if you spend a couple hundred dollars.,1
1214,"so thats like $6 ""off"" making them $9/ea? Each biner is $7.95 retail~ so all in with shipping and etc.",1
1215,for the second order that clocks it in around $5 or so a biner,1
1216,Weird! It seems the regular items cost less than clearance items right now,1
1217,Good luck! They do various pct off deals all the time,1
1218,Right now they actually have a ton of outerwear on sale at decent prices,1
1219,It's always worth checking ; sometimes you score big,1
1220,Right now some down jackets and soft shells are in,1
1221,$4.50 fleece~ 95% off,1
1222,steepandcheap.com/mountain-…;utm_source=PSP&utm_medium=FB,1
1223,Thanks James~ that price can be found in a few places online~ so shop around for the best deal for your needs,1
1224,Nice find!,1
1225,An eBay search will find a seller with a few pairs of Anasazi Lace (pinks) in size 10.5 and 11~ for $59 each,1
1226,I purchased a pair from the same seller last month and they were definitely BNIB,1
1227,This is not a great online deal~ it's a shitty marketing campaign.,1
1228,AAC members...go get you your 20% and stack an 8% active junky on it in the meantime!~,1
1229,I have a pair of there jeans and really like them,1
1230,I figured other people could also get in on this but if this is that controversial~ I'll delete it,1
1231,Delete it,1
1232,There needs to be a symbol to annotate sarcasm,1
1233,I was making fun of the name,1
1234,ThErE NeEdS tO bE a SyMbOl To AnNoTaTe SaRcAsM,1
1235,Does anyone have any discount codes floating around for  Rei or  oBackcountry?,1
1236,Moosejaw 30 percent off cash back + active junky is still going on I'd you aren't tied to those retailers,1
1237,Other than active junky I haven't seen any coupons as REI coupons are random mailers.,1
1238,Other than active junky I haven't seen any coupons as REI coupons are random mailers,1
1239,Ended over the weekend sadly,1
1240,Get some (probably) crap beater gym shoes on rei outlet for $35Five Ten Gambit VCS Climbing Shoeshttps://www.rei.com/product/170124,0
1241,I have more than a few pairs of those shoes,1
1242,You're correct~ they're crap~ but at that price~ great for the gym to save wear and tear on the good stuff.,2
1243,Mountain Steals has a few codes that are still valid  SAVE25 and SAVE35 they both have their own restrictionsClimbersLink.com pays 4% for Mountain Steals they also pay 8% for anything at Black Diamond and 5% back from La Sportiva,1
1244,I picked up a pair when they were $50 and they've been decent for the gym,1
1245,Definitely a step up from something like tarantulaces~ but it also didn't take long for the rubber to start separating from the rand,2
1246,Semi Totem Cam Deal: Campsaver - add 2 totems to your cart,1
1247,(in stock or out) two days later you get a voucher in your email for $25 off your cart,1
1248,Making the totems $77.50 ea~ shipped,1
1249,(Plus tax prob too) Personally I would just get them from Marco~ but if you cant~ it is worth the post here,1
1250,This $25 trick may work for other stuff too but that is not tested yet,1
1251,Good luck,1
1252,C4 size 0.5 at 45 bucks at black diamond online store: blackdiamondequipment.com/e…,1
1253,BD Ultralight in size 0.4 and 0.5 at $70: store.miyaradventures.com/c…,1
1254,Can't post eBay links~ apparently~ but there's a used set of 7 Metolius TCUs for ~100 bucks on Ebay,1
1255,Someone please buy them before I do!,1
1256,Can you DM me a link ?,1
1257,Can you DM me a link ? Looks like someone beat you to them.,1
1258,To anyone who wants to post an ebay deal~ just cut and paste the item number (ID) to the forum~ then folks can cut and paste in the ebay search and the result will show,1
1259,No URL required,1
1260,Thanks,1
1261,and since this is a deals thread~ Sierra has BD Gridlock Magnetron Carabiners for $15 with a typical 25% off coupon found in a different thread,1
1262,Good luck.,1
1263,While not an amazing deal~ I do believe that OZs are discontinued and I was surprised to see that BC had them in stock stillOZ rackpack $45and 12% cashback with AJ currently ($5 bonus if you're new) Looks like 77 in stock - can't really find them anywhere else now.,1
1264,Epic tv has had lots deals lately,1
1265,Dyon quickdraws for $16 each,1
1266,They're typically like $24,1
1267,If I didnt already have a ton of photon's and dyons I would've scooped a bunch of em,2
1268,They also have chimera quickdraws on sale and a ton of other solid items,2
